id,gen,sp,ssp,grp,en,rec,cnt,loc,lat,lon,alt,type,sex,stage,method,url,file,file-name,sono,osci,lic,q,length,time,date,uploaded,also,rmk,animal-seen,playback-used,temp,regnr,auto,dvc,mic,smp,annotation-set,length_sec,path_file_lokal
993818,Nyctalus,leisleri,,bats,Leisler's Noctule,Albert Lastukhin,Russian Federation,"Sal'nyi, Alatyrskiy Rayon, Chuvashia Republic",54.853,47.002,110,echolocation,,adult,field recording,//xeno-canto.org/993818,https://xeno-canto.org/993818/download,"XC993818-Nyctalus-leisleri-0423_204218,-мост-р.Бездна,-Сальный,3+.wav","{'small': '//xeno-canto.org/sounds/spectrograms/LELYWQKUZX/993818/grey-small.png', 'med': '//xeno-canto.org/sounds/spectrograms/LELYWQKUZX/993818/grey-medium.png', 'large': '//xeno-canto.org/sounds/spectrograms/LELYWQKUZX/993818/colour.png', 'full': '//xeno-canto.org/sounds/spectrograms/LELYWQKUZX/993818/colour.png'}","{'small': '', 'med': '', 'large': ''}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:11,20:30,2025-04-23,2025-05-02,[],,no,no,,,no,,,96000,[],11,/content/drive/MyDrive/Projek/Muhajir Kelelawar/Vespertilionidae_dataset_baru/Nyctalus leisleri_Leisler's Noctule/XC993818.wav
995832,Nyctalus,leisleri,,bats,Leisler's Noctule,Albert Lastukhin,Uzbekistan,Jeryan Ecocentre,39.5726,64.713,220,echolocation,,adult,field recording,//xeno-canto.org/995832,https://xeno-canto.org/995832/download,XC995832-Nyctalus-noctula-meklenburzevi-ЛМ-0508_215435-А.wav,"{'small': '//xeno-canto.org/sounds/spectrograms/LELYWQKUZX/995832/grey-small.png', 'med': '//xeno-canto.org/sounds/spectrograms/LELYWQKUZX/995832/grey-medium.png', 'large': '//xeno-canto.org/sounds/spectrograms/LELYWQKUZX/995832/colour.png', 'full': '//xeno-canto.org/sounds/spectrograms/LELYWQKUZX/995832/colour.png'}","{'small': '', 'med': '', 'large': ''}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:15,22:00,2014-05-08,2025-05-08,[],,yes,no,,,no,,,44100,[],15,/content/drive/MyDrive/Projek/Muhajir Kelelawar/Vespertilionidae_dataset_baru/Nyctalus leisleri_Leisler's Noctule/XC995832.wav
1008063,Nyctalus,leisleri,,bats,Leisler's Noctule,"Sarah Mahie, Boaz van Die",Netherlands,"'s-Graveland, Wijdemeren, Noord-Holland",52.2569,5.1316,0,"echolocation, social call",,,field recording,//xeno-canto.org/1008063,https://xeno-canto.org/1008063/download,XC1008063-26421043_20250619000659.wav,"{'small': '//xeno-canto.org/sounds/spectrograms/JDAUUJDQDA/1008063/grey-small.png', 'med': '//xeno-canto.org/sounds/spectrograms/JDAUUJDQDA/1008063/grey-medium.png', 'large': '//xeno-canto.org/sounds/spectrograms/JDAUUJDQDA/1008063/colour.png', 'full': '//xeno-canto.org/sounds/spectrograms/JDAUUJDQDA/1008063/colour.png'}","{'small': '', 'med': '', 'large': ''}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:13,00:06,2025-06-19,2025-06-21,[],"Recorded in a forrest. Social calls are present between 4,300s-4,850s and 9,600s-9,750s in the recording.

*Nyctalus noctula* and *Nyctalus leisleri* are presumed to be present. The only reference material that shows a similar social call is a recording from *Nyctalus lasiopterus* - recorded by Alex Lefevre, figure 8.22.11 in the book ""Bat calls of Britain and Europe"" edited by Jon Russ.

Currently ID'ing this as leisler's bat, due to the similarity of the social calls with these recordings (that are verified to be Leisler's bat): XC822327, XC822328, XC822329, XC822333, XC822339, XC822412, XC822413",no,no,,,no,Batlogger M,,312500,[],13,/content/drive/MyDrive/Projek/Muhajir Kelelawar/Vespertilionidae_dataset_baru/Nyctalus leisleri_Leisler's Noctule/XC1008063.wav
1024837,Nyctalus,leisleri,,bats,Leisler's Noctule,Sarah Mahie,France,"Arrondissement d'Alès (near  Vézénobres), Gard, Occitanie",44.0526,4.1364,190,"echolocation, feeding buzz",,,field recording,//xeno-canto.org/1024837,https://xeno-canto.org/1024837/download,XC1024837-Bosvleermuis.wav,"{'small': '//xeno-canto.org/sounds/spectrograms/JDAUUJDQDA/1024837/grey-small.png', 'med': '//xeno-canto.org/sounds/spectrograms/JDAUUJDQDA/1024837/grey-medium.png', 'large': '//xeno-canto.org/sounds/spectrograms/JDAUUJDQDA/1024837/colour.png', 'full': '//xeno-canto.org/sounds/spectrograms/JDAUUJDQDA/1024837/colour.png'}","{'small': '', 'med': '', 'large': ''}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:20,01:43,2025-07-25,2025-07-31,['Athene noctua'],A prolonged feeding buzz.,no,no,,,yes,Batlogger M,,312500,[],20,/content/drive/MyDrive/Projek/Muhajir Kelelawar/Vespertilionidae_dataset_baru/Nyctalus leisleri_Leisler's Noctule/XC1024837.wav
1025163,Nyctalus,leisleri,,bats,Leisler's Noctule,Sarah Mahie,France,"Arrondissement d'Alès (near  Vézénobres), Gard, Occitanie",44.0526,4.1364,190,"echolocation, social call",,,field recording,//xeno-canto.org/1025163,https://xeno-canto.org/1025163/download,XC1025163-41620312_20250727005430.wav,"{'small': '//xeno-canto.org/sounds/spectrograms/JDAUUJDQDA/1025163/grey-small.png', 'med': '//xeno-canto.org/sounds/spectrograms/JDAUUJDQDA/1025163/grey-medium.png', 'large': '//xeno-canto.org/sounds/spectrograms/JDAUUJDQDA/1025163/colour.png', 'full': '//xeno-canto.org/sounds/spectrograms/JDAUUJDQDA/1025163/colour.png'}","{'small': '', 'med': '', 'large': ''}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:12,00:54,2025-07-27,2025-08-01,"['Pipistrellus pipistrellus', 'Pipistrellus kuhlii']",Type D1 and D2 social calls of the Leisler's noctule. A type D social call of the common pipistrelle is also present.,no,no,,,yes,Batlogger M,,312500,[],12,/content/drive/MyDrive/Projek/Muhajir Kelelawar/Vespertilionidae_dataset_baru/Nyctalus leisleri_Leisler's Noctule/XC1025163.wav
1025159,Nyctalus,leisleri,,bats,Leisler's Noctule,Sarah Mahie,France,"Arrondissement d'Alès (near  Vézénobres), Gard, Occitanie",44.0526,4.1364,190,"echolocation, social call",,,field recording,//xeno-canto.org/1025159,https://xeno-canto.org/1025159/download,XC1025159-41620173_20250727002933.wav,"{'small': '//xeno-canto.org/sounds/spectrograms/JDAUUJDQDA/1025159/grey-small.png', 'med': '//xeno-canto.org/sounds/spectrograms/JDAUUJDQDA/1025159/grey-medium.png', 'large': '//xeno-canto.org/sounds/spectrograms/JDAUUJDQDA/1025159/colour.png', 'full': '//xeno-canto.org/sounds/spectrograms/JDAUUJDQDA/1025159/colour.png'}","{'small': '', 'med': '', 'large': ''}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:17,00:29,2025-07-27,2025-08-01,"['Pipistrellus pipistrellus', 'Pipistrellus kuhlii']",A (feeding?)buzz followed by two type D1 social calls.,no,no,,,yes,Batlogger M,,312500,[],17,/content/drive/MyDrive/Projek/Muhajir Kelelawar/Vespertilionidae_dataset_baru/Nyctalus leisleri_Leisler's Noctule/XC1025159.wav
936685,Nyctalus,leisleri,,bats,Leisler's Noctule,Albert Lastukhin,Russian Federation,"Burki, Saratovsky District, Saratov Oblast",51.4455,45.742,240,echolocation,uncertain,uncertain,field recording,//xeno-canto.org/936685,https://xeno-canto.org/936685/download,"XC936685-Nyctalus-leisleri-0912_225809,ночовка-за-Саратовым,-AA++.wav","{'small': '//xeno-canto.org/sounds/spectrograms/LELYWQKUZX/936685/grey-small.png', 'med': '//xeno-canto.org/sounds/spectrograms/LELYWQKUZX/936685/grey-medium.png', 'large': '//xeno-canto.org/sounds/spectrograms/LELYWQKUZX/936685/colour.png', 'full': '//xeno-canto.org/sounds/spectrograms/LELYWQKUZX/936685/colour.png'}","{'small': '', 'med': '', 'large': ''}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:11,23:00,2024-09-12,2024-09-30,[],,no,no,,,no,,,96000,[],11,/content/drive/MyDrive/Projek/Muhajir Kelelawar/Vespertilionidae_dataset_baru/Nyctalus leisleri_Leisler's Noctule/XC936685.wav
1033208,Nyctalus,leisleri,,bats,Leisler's Noctule,Albert Lastukhin,Russian Federation,"Cheboksary, Gorod Cheboksary, Chuvashia",56.0878,47.284,150,echolocation,,,field recording,//xeno-canto.org/1033208,https://xeno-canto.org/1033208/download,"XC1033208-Nyctalus-noctula-R05_0003,-Чеб,-Южный-пруд,20-57,-+-22,-АА2.wav","{'small': '//xeno-canto.org/sounds/spectrograms/LELYWQKUZX/1033208/grey-small.png', 'med': '//xeno-canto.org/sounds/spectrograms/LELYWQKUZX/1033208/grey-medium.png', 'large': '//xeno-canto.org/sounds/spectrograms/LELYWQKUZX/1033208/colour.png', 'full': '//xeno-canto.org/sounds/spectrograms/LELYWQKUZX/1033208/colour.png'}","{'small': '', 'med': '', 'large': ''}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:10,21:00,2025-07-27,2025-08-26,[],,no,no,,,no,,,96000,[],10,/content/drive/MyDrive/Projek/Muhajir Kelelawar/Vespertilionidae_dataset_baru/Nyctalus leisleri_Leisler's Noctule/XC1033208.wav
1033206,Nyctalus,leisleri,,bats,Leisler's Noctule,Albert Lastukhin,Russian Federation,"Cheboksary, Gorod Cheboksary, Chuvashia",56.0878,47.284,150,echolocation,,,field recording,//xeno-canto.org/1033206,https://xeno-canto.org/1033206/download,"XC1033206-Nyctalus-noctula-R05_0003,-Чеб,-Южный-пруд,20-57,-+-22,-АА1.wav","{'small': '//xeno-canto.org/sounds/spectrograms/LELYWQKUZX/1033206/grey-small.png', 'med': '//xeno-canto.org/sounds/spectrograms/LELYWQKUZX/1033206/grey-medium.png', 'large': '//xeno-canto.org/sounds/spectrograms/LELYWQKUZX/1033206/colour.png', 'full': '//xeno-canto.org/sounds/spectrograms/LELYWQKUZX/1033206/colour.png'}","{'small': '', 'med': '', 'large': ''}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:10,21:00,2025-07-27,2025-08-26,[],,no,no,,,no,,,96000,[],10,/content/drive/MyDrive/Projek/Muhajir Kelelawar/Vespertilionidae_dataset_baru/Nyctalus leisleri_Leisler's Noctule/XC1033206.wav
1032353,Nyctalus,leisleri,,bats,Leisler's Noctule,Albert Lastukhin,Russian Federation,"Suncheleevo, Aksubayevsky District, Respublika Tatarstan",54.707,50.6716,80,echolocation,uncertain,uncertain,field recording,//xeno-canto.org/1032353,https://xeno-canto.org/1032353/download,"XC1032353-Nyctalus-leisleri-R05_0012,3.08.2025,-окр.-Сунчелеево,-пойма-реки,мост,-21-50,1-1+.wav","{'small': '//xeno-canto.org/sounds/spectrograms/LELYWQKUZX/1032353/grey-small.png', 'med': '//xeno-canto.org/sounds/spectrograms/LELYWQKUZX/1032353/grey-medium.png', 'large': '//xeno-canto.org/sounds/spectrograms/LELYWQKUZX/1032353/colour.png', 'full': '//xeno-canto.org/sounds/spectrograms/LELYWQKUZX/1032353/colour.png'}","{'small': '', 'med': '', 'large': ''}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:15,22:00,2025-08-03,2025-08-24,['Tettigonia viridissima'],,no,no,,,no,,,96000,[],15,/content/drive/MyDrive/Projek/Muhajir Kelelawar/Vespertilionidae_dataset_baru/Nyctalus leisleri_Leisler's Noctule/XC1032353.wav
1032351,Nyctalus,leisleri,,bats,Leisler's Noctule,Albert Lastukhin,Russian Federation,"Suncheleevo, Aksubayevsky District, Respublika Tatarstan",54.707,50.6716,80,echolocation,uncertain,uncertain,field recording,//xeno-canto.org/1032351,https://xeno-canto.org/1032351/download,"XC1032351-Nyctalus-leisleri-R05_0012,3.08.2025,-окр.-Сунчелеево,-пойма-реки,мост,-21-50,2-1-AAA-1.wav","{'small': '//xeno-canto.org/sounds/spectrograms/LELYWQKUZX/1032351/grey-small.png', 'med': '//xeno-canto.org/sounds/spectrograms/LELYWQKUZX/1032351/grey-medium.png', 'large': '//xeno-canto.org/sounds/spectrograms/LELYWQKUZX/1032351/colour.png', 'full': '//xeno-canto.org/sounds/spectrograms/LELYWQKUZX/1032351/colour.png'}","{'small': '', 'med': '', 'large': ''}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:10,22:00,2025-08-03,2025-08-24,['Tettigonia viridissima'],,no,no,,,no,,,96000,[],10,/content/drive/MyDrive/Projek/Muhajir Kelelawar/Vespertilionidae_dataset_baru/Nyctalus leisleri_Leisler's Noctule/XC1032351.wav
1025202,Nyctalus,leisleri,,bats,Leisler's Noctule,Sarah Mahie,France,"Arrondissement d'Alès (near  Vézénobres), Gard, Occitanie",44.0526,4.1364,190,"echolocation, feeding buzz",,,field recording,//xeno-canto.org/1025202,https://xeno-canto.org/1025202/download,XC1025202-BosvleermuisBuzz.wav,"{'small': '//xeno-canto.org/sounds/spectrograms/JDAUUJDQDA/1025202/grey-small.png', 'med': '//xeno-canto.org/sounds/spectrograms/JDAUUJDQDA/1025202/grey-medium.png', 'large': '//xeno-canto.org/sounds/spectrograms/JDAUUJDQDA/1025202/colour.png', 'full': '//xeno-canto.org/sounds/spectrograms/JDAUUJDQDA/1025202/colour.png'}","{'small': '', 'med': '', 'large': ''}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:15,04:12,2025-07-27,2025-08-01,[],"Lots of ""buzzing"".",no,no,,,yes,Batlogger M,,312500,[],15,/content/drive/MyDrive/Projek/Muhajir Kelelawar/Vespertilionidae_dataset_baru/Nyctalus leisleri_Leisler's Noctule/XC1025202.wav
1034104,Nyctalus,leisleri,,bats,Leisler's Noctule,Sarah Mahie,Netherlands,"Winterswijk Ratum, Winterswijk, Gelderland",51.9666,6.7976,50,social call,,,field recording,//xeno-canto.org/1034104,https://xeno-canto.org/1034104/download,XC1034104-41620304_20250830010535.wav,"{'small': '//xeno-canto.org/sounds/spectrograms/JDAUUJDQDA/1034104/grey-small.png', 'med': '//xeno-canto.org/sounds/spectrograms/JDAUUJDQDA/1034104/grey-medium.png', 'large': '//xeno-canto.org/sounds/spectrograms/JDAUUJDQDA/1034104/colour.png', 'full': '//xeno-canto.org/sounds/spectrograms/JDAUUJDQDA/1034104/colour.png'}","{'small': '', 'med': '', 'large': ''}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:12,01:05,2025-08-30,2025-08-30,"['Pipistrellus pipistrellus', 'Plecotus auritus']","Type C social calls of an advertising male Leisler's bat. In the short time between 3,600s and 4,200s in the recording, there is a common pipistrelle social call, Leisler's bat social call and brown long-eared bat social call present.",no,no,,,no,Batlogger M,,312500,[],12,/content/drive/MyDrive/Projek/Muhajir Kelelawar/Vespertilionidae_dataset_baru/Nyctalus leisleri_Leisler's Noctule/XC1034104.wav
